"~id","~start_node_id","~end_node_id","~relationship_type","split","evidence","sentence_id","evidence_source","confidence","document","is_revised","relation_name","relation_id"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6926540624942333954","4:94d2b4d1-0616-4f97-90b3-3538986833d7:12","4:94d2b4d1-0616-4f97-90b3-3538986833d7:2","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155177702467043340","4:94d2b4d1-0616-4f97-90b3-3538986833d7:12","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358092","4:94d2b4d1-0616-4f97-90b3-3538986833d7:12","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['Less than a year after AirAsia and Zest Air 's strategic alliance ','the airline has been rebranded as AirAsia Zest .','The airline was merged into AirAsia Philippines in January 2016 .']","['6','7']","annotated",1,"AirAsia Zest","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917541122268987408","4:94d2b4d1-0616-4f97-90b3-3538986833d7:12","4:94d2b4d1-0616-4f97-90b3-3538986833d7:16","DISSOLVED_ABOLISHED_OR_DEMOLISHED","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","dissolved, abolished or demolished","P576"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153020460653346830","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15","SUBSIDIARY","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","subsidiary","P355"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152924803141730319","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4","COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358095","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153019361141719055","4:94d2b4d1-0616-4f97-90b3-3538986833d7:15","4:94d2b4d1-0616-4f97-90b3-3538986833d7:14","PARENT_ORGANIZATION","train_revised","[]","[]","unresolved_multihop",1,"AirAsia Zest","true","parent organization","P749"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1175520866604154899","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:406","BASIN_COUNTRY","dev_revised","['The Piton des Neiges ( Snow Peak ) is a massive 3','069   m ( 10','069   ft ) shield volcano on Réunion ','one of the French volcanic islands in the Mascarene Archipelago in the southwestern Indian Ocean .']","['0']","inferred_cooccurrence",1,"Piton des Neiges","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1166513667349413907","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:799","BASIN_COUNTRY","train_revised","['The Immigration Depot ( ','Aapravasi Ghat ) is a building complex located in Port Louis on the Indian Ocean island of Mauritius ','the first British colony to receive indentured ','or contracted ','labour workforce from India .']","['0']","inferred_cooccurrence",1,"Aapravasi Ghat","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1162010067722043411","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1639","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"West Aceh Regency","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164261867535728659","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7094","BASIN_COUNTRY","train_revised","['The Immigration Depot ( ','Aapravasi Ghat ) is a building complex located in Port Louis on the Indian Ocean island of Mauritius ','the first British colony to receive indentured ','or contracted ','labour workforce from India .']","['0']","annotated",1,"Aapravasi Ghat","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1173269066790469651","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7094","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Piton des Neiges","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1171017266976784403","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8288","BASIN_COUNTRY","dev_revised","['The Piton des Neiges ( Snow Peak ) is a massive 3','069   m ( 10','069   ft ) shield volcano on Réunion ','one of the French volcanic islands in the Mascarene Archipelago in the southwestern Indian Ocean .','It is located about east of Madagascar .','Piton des Neiges is the highest point on Réunion and is considered to be the highest point in the Indian Ocean .']","['0','1','2']","annotated",1,"Piton des Neiges","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1168765467163099155","4:94d2b4d1-0616-4f97-90b3-3538986833d7:19","4:94d2b4d1-0616-4f97-90b3-3538986833d7:29857","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Aapravasi Ghat","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152943494839402516","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","HAS_PART","train_revised","[]","[]","unresolved_multihop",1,"Short-beaked common dolphin","true","has part","P527"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155195294653087764","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","HAS_PART","train_revised","['Hurricane Flora is among the deadliest Atlantic hurricanes in recorded history ','with a death total of at least 7','193 .','The seventh tropical storm and sixth hurricane of the 1963 Atlantic hurricane season ','Flora developed from a disturbance in the Intertropical Convergence Zone on September 26 while located southwest of the Cape Verde islands .','Flora continued to quickly strengthen to reach Category 3 hurricane status before moving through the Windward Islands and passing over Tobago ','and it reached maximum sustained winds of in the Caribbean .','The significant casualties caused by Flora were the most for a tropical cyclone in the Atlantic Basin since the 1900 Galveston Hurricane .']","['0','1','3','7']","annotated",1,"Hurricane Flora","true","has part","P527"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1175520866604154900","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:395","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Raz de Sein","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1180024466231525396","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:905","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Panama during World War II","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1168765467163099156","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1798","BASIN_COUNTRY","train_revised","['Hurricane Flora is among the deadliest Atlantic hurricanes in recorded history ','with a death total of at least 7','193 .','The seventh tropical storm and sixth hurricane of the 1963 Atlantic hurricane season ','Flora developed from a disturbance in the Intertropical Convergence Zone on September 26 while located southwest of the Cape Verde islands .','The storm struck southwestern Haiti near peak intensity ','turned to the west ','and drifted over Cuba for four days before turning to the northeast .','Due to its slow movement across Cuba ','Flora is the wettest known tropical cyclone for Cuba ','Haiti ','and the Dominican Republic .','The significant casualties caused by Flora were the most for a tropical cyclone in the Atlantic Basin since the 1900 Galveston Hurricane .']","['0','1','4','6','7']","annotated",1,"Hurricane Flora","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1166513667349413908","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:2624","BASIN_COUNTRY","train_revised","['Hurricane Flora is among the deadliest Atlantic hurricanes in recorded history ','with a death total of at least 7','193 .','The seventh tropical storm and sixth hurricane of the 1963 Atlantic hurricane season ','Flora developed from a disturbance in the Intertropical Convergence Zone on September 26 while located southwest of the Cape Verde islands .','The storm struck southwestern Haiti near peak intensity ','turned to the west ','and drifted over Cuba for four days before turning to the northeast .','Due to its slow movement across Cuba ','Flora is the wettest known tropical cyclone for Cuba ','Haiti ','and the Dominican Republic .','The significant casualties caused by Flora were the most for a tropical cyclone in the Atlantic Basin since the 1900 Galveston Hurricane .']","['0','1','4','6','7']","annotated",1,"Hurricane Flora","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1171017266976784404","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7707","BASIN_COUNTRY","train_revised","['Hurricane Flora is among the deadliest Atlantic hurricanes in recorded history ','with a death total of at least 7','193 .','The seventh tropical storm and sixth hurricane of the 1963 Atlantic hurricane season ','Flora developed from a disturbance in the Intertropical Convergence Zone on September 26 while located southwest of the Cape Verde islands .','Flora passed over the Bahamas and accelerated northeastward ','becoming an extratropical cyclone on October 12 .','The significant casualties caused by Flora were the most for a tropical cyclone in the Atlantic Basin since the 1900 Galveston Hurricane .']","['0','1','5','7']","annotated",1,"Hurricane Flora","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1173269066790469652","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:7709","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Hurricane Flora","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1177772666417840148","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10618","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Panama during World War II","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153003967978930196","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","4:94d2b4d1-0616-4f97-90b3-3538986833d7:3266","LOCATED_ON_TERRAIN_FEATURE","train_revised","[]","[]","unresolved_multihop",1,"Geography of Antarctica","true","located on terrain feature","P706"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153002868467302421","4:94d2b4d1-0616-4f97-90b3-3538986833d7:21","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1890","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Siberia Governorate","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157506468094672917","4:94d2b4d1-0616-4f97-90b3-3538986833d7:21","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10618","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Panama during World War II","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155254668280987669","4:94d2b4d1-0616-4f97-90b3-3538986833d7:21","4:94d2b4d1-0616-4f97-90b3-3538986833d7:44442","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"Panama during World War II","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6924289924640317743","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:41263","CONTAINS_ADMINISTRATIVE_TERRITORIAL_ENTITY","dev_revised","['Hewanorra International Airport ','located near Vieux Fort Quarter ','Saint Lucia ','in the Caribbean ','is the larger of Saint Lucia 's two airports and is managed by the Saint Lucia Air and Seaports Authority ( SLASPA ) .']","['0']","inferred_cooccurrence",1,"Hewanorra International Airport","true","contains administrative territorial entity","P150"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152935798258008086","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10349","CONTINENT","train_revised","[]","[]","unresolved_multihop",1,"Breadfruit","true","continent","P30"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6917564212013170708","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","PART_OF","train_revised","[]","[]","unresolved_multihop",1,"Short-beaked common dolphin","true","part of","P361"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:6919816011826855956","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:20","PART_OF","train_revised","['Hurricane Flora is among the deadliest Atlantic hurricanes in recorded history ','with a death total of at least 7','193 .','The seventh tropical storm and sixth hurricane of the 1963 Atlantic hurricane season ','Flora developed from a disturbance in the Intertropical Convergence Zone on September 26 while located southwest of the Cape Verde islands .','Flora continued to quickly strengthen to reach Category 3 hurricane status before moving through the Windward Islands and passing over Tobago ','and it reached maximum sustained winds of in the Caribbean .','The significant casualties caused by Flora were the most for a tropical cyclone in the Atlantic Basin since the 1900 Galveston Hurricane .']","['0','1','3','7']","annotated",1,"Hurricane Flora","true","part of","P361"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157460288606306326","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:10349","PART_OF","train_revised","[]","[]","unresolved_multihop",1,"Breadfruit","true","part of","P361"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157506468094672918","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:895","BASIN_COUNTRY","train_revised","['Colombia ’s terrain can be divided into six main natural zones : The Caribbean ','the Pacific ( including Choco ’s Biogeographic rainforest ) ','The Orinoco region ','The Amazonia region ','the Andean region ','and the Insular region .']","['3']","inferred_cooccurrence",1,"Environmental issues in Colombia","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1153002868467302422","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:2624","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Hurricane Flora","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1155254668280987670","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:8763","BASIN_COUNTRY","train_revised","[]","[]","unresolved_multihop",1,"Nops (spider)","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1159758267908358166","4:94d2b4d1-0616-4f97-90b3-3538986833d7:22","4:94d2b4d1-0616-4f97-90b3-3538986833d7:41263","BASIN_COUNTRY","dev_revised","['Hewanorra International Airport ','located near Vieux Fort Quarter ','Saint Lucia ','in the Caribbean ','is the larger of Saint Lucia 's two airports and is managed by the Saint Lucia Air and Seaports Authority ( SLASPA ) .']","['0']","inferred_cooccurrence",1,"Hewanorra International Airport","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152924803141730328","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1321","COUNTRY","train_revised","['It is 147   km long ','of which 108   km in Bulgaria and 25   km in Turkey ','and takes it sources from a number of Karst springs in the Turkish part of the Strandzha ( İstranca ) mountain to flow into the Black Sea at the Bulgarian village of Sinemorets .']","['1']","inferred_cooccurrence",1,"Veleka","true","country","P17"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1152925902653358104","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1321","LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY","train_revised","['It is 147   km long ','of which 108   km in Bulgaria and 25   km in Turkey ','and takes it sources from a number of Karst springs in the Turkish part of the Strandzha ( İstranca ) mountain to flow into the Black Sea at the Bulgarian village of Sinemorets .']","['1']","inferred_cooccurrence",1,"Veleka","true","located in the administrative territorial entity","P131"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1162010067722043416","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1321","BASIN_COUNTRY","train_revised","['It is 147   km long ','of which 108   km in Bulgaria and 25   km in Turkey ','and takes it sources from a number of Karst springs in the Turkish part of the Strandzha ( İstranca ) mountain to flow into the Black Sea at the Bulgarian village of Sinemorets .']","['1']","inferred_cooccurrence",1,"Veleka","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1164261867535728664","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24","4:94d2b4d1-0616-4f97-90b3-3538986833d7:1890","BASIN_COUNTRY","dev_revised","[]","[]","unresolved_multihop",1,"White Sea","true","basin country","P205"
"5:94d2b4d1-0616-4f97-90b3-3538986833d7:1157506468094672920","4:94d2b4d1-0616-4f97-90b3-3538986833d7:24","4:94d2b4d1-0616-4f97-90b3-3538986833d7:4466","BASIN_COUNTRY","train_revised","['On 25 December 2016 ','its artistic director ','Valery Khalilov ','and 63 other members of the Ensemble were killed in the Russian Defence Ministry aircraft crash of a 1983 Tupolev Tu-154 into the Black Sea just after takeoff from the southern resort city of Sochi ','Russia .']","['6']","inferred_cooccurrence",1,"Alexandrov Ensemble","true","basin country","P205"
