id,name,type,aliases
ADVENT::MISC,ADVENT,MISC,"[""ADVENT"", ""Adventure"", ""Colossal Cave""]"
Will Crowther::PER,Will Crowther,PER,"[""Crowther"", ""Will Crowther""]"
PDP-10::MISC,PDP-10,MISC,"[""PDP-10""]"
Don Woods::PER,Don Woods,PER,"[""Don Woods""]"
Mammoth Cave::LOC,Mammoth Cave,LOC,"[""Mammoth Cave""]"
Kentucky::LOC,Kentucky,LOC,"[""Kentucky""]"
Otto Cuntz::PER,Otto Cuntz,PER,"[""Otto Cuntz""]"
10 September 1865::TIME,10 September 1865,TIME,"[""10 September 1865""]"
Stettin::LOC,Stettin,LOC,"[""Stettin""]"
1 December 1932::TIME,1 December 1932,TIME,"[""1 December 1932""]"
Graz::LOC,Graz,LOC,"[""Graz""]"
German::LOC,German,LOC,"[""German"", ""Germany"", ""Third Reich""]"
Austrian::LOC,Austrian,LOC,"[""Austria"", ""Austrian""]"
Zurich::LOC,Zurich,LOC,"[""Zurich""]"
Strasbourg::LOC,Strasbourg,LOC,"[""Strasbourg""]"
Bonn::LOC,Bonn,LOC,"[""Bonn""]"
Heinrich Nissen::PER,Heinrich Nissen,PER,"[""Heinrich Nissen""]"
Franz Bücheler::PER,Franz Bücheler,PER,"[""Franz Bücheler""]"
Hermann Usener::PER,Hermann Usener,PER,"[""Hermann Usener""]"
1888::TIME,1888,TIME,"[""1888""]"
Berlin::LOC,Berlin,LOC,"[""Berlin""]"
Otto Hirschfeld::PER,Otto Hirschfeld,PER,"[""Otto Hirschfeld""]"
Reinhard Kekulé von Stradonitz::PER,Reinhard Kekulé von Stradonitz,PER,"[""Reinhard Kekulé von Stradonitz""]"
1892::TIME,1892,TIME,"[""1892""]"
Italy::LOC,Italy,LOC,"[""Italian"", ""Italy""]"
Greece::LOC,Greece,LOC,"[""Greece"", ""Greek""]"
Spain::LOC,Spain,LOC,"[""Spain"", ""Spanish""]"
France::LOC,France,LOC,"[""Francais"", ""France"", ""French"", ""French Republic""]"
1894::TIME,1894,TIME,"[""1894""]"
University of Strasbourg::ORG,University of Strasbourg,ORG,"[""University of Strasbourg""]"
1898::TIME,1898,TIME,"[""1898"", ""October 1898""]"
six years::TIME,six years,TIME,"[""six years""]"
Roman::LOC,Roman,LOC,"[""Roman""]"
University of Graz::ORG,University of Graz,ORG,"[""University of Graz""]"
1920::TIME,1920,TIME,"[""17 September 1920"", ""1920""]"
Austrian Academy of Sciences::ORG,Austrian Academy of Sciences,ORG,"[""Austrian Academy of Sciences""]"
Asselineau::PER,Asselineau,PER,"[""Asselineau"", ""François Asselineau""]"
14 September 1957::TIME,14 September 1957,TIME,"[""14 September 1957""]"
French::LOC,French,LOC,"[""France"", ""French""]"
Rally for France::ORG,Rally for France,ORG,"[""RPF"", ""Rally for France""]"
UMP::ORG,UMP,ORG,"[""UMP""]"
UPR::ORG,UPR,ORG,"[""Popular Republican Union"", ""UPR"", ""Union Populaire Républicaine""]"
European Union::ORG,European Union,ORG,"[""EU"", ""European Union""]"
Eurozone::LOC,Eurozone,LOC,"[""Eurozone""]"
NATO::ORG,NATO,ORG,"[""NATO""]"
Arrêt sur::PER,Arrêt sur,PER,"[""Arrêt sur""]"
French::MISC,French,MISC,"[""French""]"
Wikipedia::MISC,Wikipedia,MISC,"[""Wikipedia""]"
2017::TIME,2017,TIME,"[""2017"", ""30 May 2017"", ""December 2017"", ""July 28, 2017"", ""June 30, 2017"", ""March 12, 2017"", ""May 18, 2017""]"
Frexit::ORG,Frexit,ORG,"[""Frexit""]"
0.92 %::NUM,0.92 %,NUM,"[""0.92 %""]"
Where the Party At::MISC,Where the Party At,MISC,"[""Where the Party At""]"
2001::TIME,2001,TIME,"[""2001"", ""7 May 2001"", ""July 7 , 2001""]"
Jagged Edge::ORG,Jagged Edge,ORG,"[""Jagged Edge""]"
Nelly::PER,Nelly,PER,"[""Nelly""]"
three weeks::TIME,three weeks,TIME,"[""three weeks""]"
Billboard Hot 100::MISC,Billboard Hot 100,MISC,"[""Billboard Hot 100""]"
five weeks::TIME,five weeks,TIME,"[""five weeks""]"
"September 15 , 2001::TIME","September 15 , 2001",TIME,"[""September 15 , 2001""]"
Alicia Keys::PER,Alicia Keys,PER,"[""Alicia Keys""]"
Fallin::MISC,Fallin,MISC,"[""Fallin""]"
Jennifer Lopez::PER,Jennifer Lopez,PER,"[""Jennifer Lopez""]"
I 'm Real ( Murder Remix )::MISC,I 'm Real ( Murder Remix ),MISC,"[""I 'm Real ( Murder Remix )"", ""Murder Remix""]"
Best Rap/Sung Collaboration::MISC,Best Rap/Sung Collaboration,MISC,"[""Best Rap/Sung Collaboration""]"
44th Grammy Awards::MISC,44th Grammy Awards,MISC,"[""44th Grammy Awards""]"
2002::TIME,2002,TIME,"[""2002"", ""October 2002""]"
Eve and Gwen Stefani::ORG,Eve and Gwen Stefani,ORG,"[""Eve and Gwen Stefani""]"
Let Me Blow Your Mind::MISC,Let Me Blow Your Mind,MISC,"[""Let Me Blow Your Mind""]"
Chelsea::ORG,Chelsea,ORG,"[""Chelsea""]"
1970s::TIME,1970s,TIME,"[""1970s""]"
New York City::TIME,New York City,TIME,"[""New York City""]"
Peter Criss::PER,Peter Criss,PER,"[""Peter Criss""]"
Kiss::ORG,Kiss,ORG,"[""Kiss"", ""LA KISS"", ""Los Angeles Kiss""]"
one::NUM,one,NUM,"[""one""]"
Chelsea::MISC,Chelsea,MISC,"[""Chelsea""]"
1971::TIME,1971,TIME,"[""1971"", ""August 1971"", ""February 2 , 1971""]"
Lips::ORG,Lips,ORG,"[""Lips""]"
Criss::PER,Criss,PER,"[""Criss""]"
Michael Benvenga::PER,Michael Benvenga,PER,"[""Michael Benvenga""]"
Stan Penridge::PER,Stan Penridge,PER,"[""Penridge"", ""Stan Penridge""]"
1973::TIME,1973,TIME,"[""1973""]"
Moody Blues::ORG,Moody Blues,ORG,"[""Moody Blues""]"
Procol Harum::PER,Procol Harum,PER,"[""Procol Harum""]"
Pete Shepley::PER,Pete Shepley,PER,"[""Pete Shepley""]"
Mike Brand::PER,Mike Brand,PER,"[""Mike Brand""]"
Gene Simmons::PER,Gene Simmons,PER,"[""Gene Simmons""]"
Captain Sanity::MISC,Captain Sanity,MISC,"[""Captain Sanity""]"
Nihil::MISC,Nihil,MISC,"[""Nihil""]"
KMFDM::ORG,KMFDM,ORG,"[""KMFDM""]"
"April 4, 1995::TIME","April 4, 1995",TIME,"[""April 4, 1995""]"
Wax Trax!/TVT::ORG,Wax Trax!/TVT,ORG,"[""Wax Trax!/TVT""]"
Washington::LOC,Washington,LOC,"[""D.C."", ""Washington"", ""Washington , D.C."", ""Washington D.C."", ""Washington Territory""]"
Raymond Watts::PER,Raymond Watts,PER,"[""Raymond Watts""]"
Bill Rieflin::PER,Bill Rieflin,PER,"[""Bill Rieflin""]"
Sascha Konietzko::PER,Sascha Konietzko,PER,"[""Sascha Konietzko""]"
Juke Joint Jezebel::MISC,Juke Joint Jezebel,MISC,"[""Juke Joint Jezebel""]"
2007::TIME,2007,TIME,"[""14 July 2007"", ""2007"", ""January 29, 2007"", ""May 2007""]"
Lélia Abramo::PER,Lélia Abramo,PER,"[""Abramo"", ""Lélia Abramo""]"
"February 8 , 1911::TIME","February 8 , 1911",TIME,"[""February 8 , 1911""]"
"April 9 , 2004::TIME","April 9 , 2004",TIME,"[""April 9 , 2004""]"
Italian::LOC,Italian,LOC,"[""Italian"", ""Italy""]"
Brazilian::LOC,Brazilian,LOC,"[""Brazil"", ""Brazilian""]"
São Paulo::LOC,São Paulo,LOC,"[""São Paulo""]"
1938::TIME,1938,TIME,"[""1938""]"
1950::TIME,1950,TIME,"[""1950""]"
World War II::MISC,World War II,MISC,"[""Second World War"", ""World War II""]"
Cláudio Abramo::PER,Cláudio Abramo,PER,"[""Cláudio Abramo""]"
Lívio Abramo::PER,Lívio Abramo,PER,"[""Lívio Abramo""]"
Left Opposition::ORG,Left Opposition,ORG,"[""Left Opposition""]"
Mario Pedrosa::PER,Mario Pedrosa,PER,"[""Mario Pedrosa""]"
Partido dos Trabalhadores::ORG,Partido dos Trabalhadores,ORG,"[""Partido dos Trabalhadores"", ""Worker 's Party""]"
Manuel da Conceição::PER,Manuel da Conceição,PER,"[""Manuel da Conceição""]"
Sérgio Buarque de Holanda::PER,Sérgio Buarque de Holanda,PER,"[""Sérgio Buarque de Holanda""]"
Moacir Gadotti::PER,Moacir Gadotti,PER,"[""Moacir Gadotti""]"
Apolônio de Carvalho::PER,Apolônio de Carvalho,PER,"[""Apolônio de Carvalho""]"
Diretas Já::MISC,Diretas Já,MISC,"[""Diretas Já""]"
27::NUM,27,NUM,"[""27""]"
fourteen::NUM,fourteen,NUM,"[""fourteen""]"
twenty four::NUM,twenty four,NUM,"[""twenty four""]"
Gianni Ratto::PER,Gianni Ratto,PER,"[""Gianni Ratto""]"
Gianfrancesco Guarnieri::PER,Gianfrancesco Guarnieri,PER,"[""Gianfrancesco Guarnieri""]"
1958::TIME,1958,TIME,"[""1958""]"
Black-Ties::MISC,Black-Ties,MISC,"[""Black-Ties""]"
William Brown Maclay::PER,William Brown Maclay,PER,"[""William Brown Maclay""]"
"March 20 , 1812::TIME","March 20 , 1812",TIME,"[""March 20 , 1812""]"
"February 19 , 1882::TIME","February 19 , 1882",TIME,"[""February 19 , 1882""]"
College of the City of New York::ORG,College of the City of New York,ORG,"[""College of the City of New York""]"
1836::TIME,1836,TIME,"[""1836""]"
New York Quarterly Review::MISC,New York Quarterly Review,MISC,"[""New York Quarterly Review""]"
Latin::MISC,Latin,MISC,"[""Latin"", ""Serbian Latin alphabet""]"
1839::TIME,1839,TIME,"[""1839""]"
New York State Assembly::ORG,New York State Assembly,ORG,"[""New York State Assembly""]"
1840::TIME,1840,TIME,"[""1840""]"
1842::TIME,1842,TIME,"[""1842""]"
Democrat::ORG,Democrat,ORG,"[""Democrat"", ""Democratic"", ""Democratic Digest""]"
Twenty - eighth::ORG,Twenty - eighth,ORG,"[""Twenty - eighth""]"
Twenty - ninth::ORG,Twenty - ninth,ORG,"[""Twenty - ninth""]"
Thirtieth Congresses::ORG,Thirtieth Congresses,ORG,"[""Thirtieth Congresses""]"
"March 4 , 1843::TIME","March 4 , 1843",TIME,"[""March 4 , 1843""]"
"March 3 , 1849::TIME","March 3 , 1849",TIME,"[""March 3 , 1849""]"
1848::TIME,1848,TIME,"[""1848""]"
Thirty - first Congress::ORG,Thirty - first Congress,ORG,"[""Congress"", ""Thirty - first Congress""]"
Thirty - fifth::ORG,Thirty - fifth,ORG,"[""Thirty - fifth""]"
Thirty - sixth Congresses::ORG,Thirty - sixth Congresses,ORG,"[""Thirty - sixth Congresses""]"
"March 4 , 1857::TIME","March 4 , 1857",TIME,"[""March 4 , 1857""]"
"March 4 , 1861::TIME","March 4 , 1861",TIME,"[""March 4 , 1861""]"
1860::TIME,1860,TIME,"[""1860""]"
Thirty - seventh Congress::ORG,Thirty - seventh Congress,ORG,"[""Thirty - seventh Congress""]"
1882::TIME,1882,TIME,"[""1882""]"
Green - Wood Cemetery::LOC,Green - Wood Cemetery,LOC,"[""Green - Wood Cemetery""]"
Brooklyn::LOC,Brooklyn,LOC,"[""Brooklyn"", ""Kings County""]"
Bourque::PER,Bourque,PER,"[""Bourque"", ""John Samuel Bourque""]"
"September 8 , 1894::TIME","September 8 , 1894",TIME,"[""September 8 , 1894""]"
"March 5 , 1974::TIME","March 5 , 1974",TIME,"[""March 5 , 1974""]"
Quebec::LOC,Quebec,LOC,"[""Quebec""]"
Cabinet::ORG,Cabinet,ORG,"[""Cabinet""]"
Legislative Assembly of Quebec::ORG,Legislative Assembly of Quebec,ORG,"[""Legislative Assembly of Quebec""]"
Sherbrooke::LOC,Sherbrooke,LOC,"[""Sherbrooke""]"
25 years::TIME,25 years,TIME,"[""25 years""]"
Petit Séminaire de Saint-Charles-Borromée::ORG,Petit Séminaire de Saint-Charles-Borromée,ORG,"[""Petit Séminaire de Saint-Charles-Borromée""]"
"22nd ( French Canadian ) Battalion , CEF::MISC","22nd ( French Canadian ) Battalion , CEF",MISC,"[""22nd ( French Canadian ) Battalion , CEF""]"
World War I::MISC,World War I,MISC,"[""World War I"", ""World War   I""]"
United Kingdom::LOC,United Kingdom,LOC,"[""British"", ""English"", ""UK"", ""United Kingdom""]"
Sherbrooke Fusilliers::ORG,Sherbrooke Fusilliers,ORG,"[""Sherbrooke Fusilliers""]"
1935::TIME,1935,TIME,"[""1935""]"
Action libérale nationale::ORG,Action libérale nationale,ORG,"[""Action libérale nationale""]"
Quebec Conservative Party::ORG,Quebec Conservative Party,ORG,"[""Quebec Conservative Party""]"
Union Nationale::ORG,Union Nationale,ORG,"[""Union Nationale""]"
six::NUM,six,NUM,"[""six""]"
1960::TIME,1960,TIME,"[""1960""]"
Quebec Liberal Party::ORG,Quebec Liberal Party,ORG,"[""Quebec Liberal Party""]"
Maurice Duplessis Cabinet::ORG,Maurice Duplessis Cabinet,ORG,"[""Maurice Duplessis Cabinet""]"
Public Works::ORG,Public Works,ORG,"[""Public Works""]"
1936::TIME,1936,TIME,"[""1936""]"
Land and Forests::ORG,Land and Forests,ORG,"[""Land and Forests""]"
1944::TIME,1944,TIME,"[""1944""]"
Hydraulic Resources::ORG,Hydraulic Resources,ORG,"[""Hydraulic Resources""]"
1945::TIME,1945,TIME,"[""1945"", ""October 1945""]"
Finances::ORG,Finances,ORG,"[""Finances""]"
Atomic Blonde::MISC,Atomic Blonde,MISC,"[""Atomic Blonde""]"
The Coldest City::MISC,The Coldest City,MISC,"[""The Coldest City""]"
Berlin Wall::LOC,Berlin Wall,LOC,"[""Berlin Wall""]"
1989::TIME,1989,TIME,"[""1989"", ""October 1989""]"
David Leitch::PER,David Leitch,PER,"[""David Leitch"", ""Leitch""]"
Kurt Johnstad::PER,Kurt Johnstad,PER,"[""Kurt Johnstad""]"
Charlize Theron::PER,Charlize Theron,PER,"[""Charlize Theron"", ""Theron""]"
James McAvoy::PER,James McAvoy,PER,"[""James McAvoy"", ""McAvoy""]"
John Goodman::PER,John Goodman,PER,"[""John Goodman""]"
Til Schweiger::PER,Til Schweiger,PER,"[""Til Schweiger""]"
Eddie Marsan::PER,Eddie Marsan,PER,"[""Eddie Marsan""]"
Sofia Boutella::PER,Sofia Boutella,PER,"[""Sofia Boutella""]"
Toby Jones::PER,Toby Jones,PER,"[""Toby Jones""]"
South by Southwest::MISC,South by Southwest,MISC,"[""South by Southwest""]"
Focus Features::ORG,Focus Features,ORG,"[""Focus Features""]"
$100 million::NUM,$100 million,NUM,"[""$100 million""]"
John Wick::MISC,John Wick,MISC,"[""John Wick""]"
March for Women 's Lives::MISC,March for Women 's Lives,MISC,"[""March"", ""March for Women 's Lives""]"
"April 25, 2004::TIME","April 25, 2004",TIME,"[""April 25, 2004""]"
National Mall::LOC,National Mall,LOC,"[""National Mall""]"
"Washington , D.C.::LOC","Washington , D.C.",LOC,"[""D.C."", ""Washington"", ""Washington , D.C.""]"
Partial-Birth Abortion Ban Act::MISC,Partial-Birth Abortion Ban Act,MISC,"[""Partial-Birth Abortion Ban Act""]"
1.15 million::NUM,1.15 million,NUM,"[""1.15 million""]"
"800,000::NUM","800,000",NUM,"[""800,000""]"
Associated Press::ORG,Associated Press,ORG,"[""AP"", ""Associated Press""]"
BBC::ORG,BBC,ORG,"[""BBC"", ""Corporation""]"
"500,000::NUM","500,000",NUM,"[""500,000""]"
Million Man March of 1995::MISC,Million Man March of 1995,MISC,"[""Million Man March"", ""Million Man March of 1995""]"
National Park Service::ORG,National Park Service,ORG,"[""National Park Service""]"
Washington Post::ORG,Washington Post,ORG,"[""Washington Post""]"
Hank Steuver::PER,Hank Steuver,PER,"[""Hank Steuver""]"
Belgian Socialist Party::ORG,Belgian Socialist Party,ORG,"[""BSP"", ""Belgian Socialist Party"", ""PSB""]"
1978::TIME,1978,TIME,"[""1978"", ""March 1978""]"
Belgian Labour Party::ORG,Belgian Labour Party,ORG,"[""Belgian Labour Party""]"
1885::TIME,1885,TIME,"[""1885""]"
1940::TIME,1940,TIME,"[""1940""]"
Belgian::LOC,Belgian,LOC,"[""Belgian"", ""Belgium""]"
Nazi::ORG,Nazi,ORG,"[""Nazi"", ""Nazis"", ""Ratweek""]"
Wallonia::LOC,Wallonia,LOC,"[""Wallonia""]"
European Economic Community::ORG,European Economic Community,ORG,"[""EEC"", ""European Economic Community""]"
Socialistische Partij::ORG,Socialistische Partij,ORG,"[""Socialistische Partij""]"
Parti Socialiste::ORG,Parti Socialiste,ORG,"[""Parti Socialiste""]"
Francophone::ORG,Francophone,ORG,"[""Francophone""]"
Juan Guzmán::PER,Juan Guzmán,PER,"[""Gutmann"", ""Guzmán"", ""Hans Gutmann"", ""Hans Gutmann Guster"", ""Juan Guzmán"", ""Juanito""]"
28 October 1911::TIME,28 October 1911,TIME,"[""28 October 1911""]"
1982::TIME,1982,TIME,"[""1982""]"
Mexican::LOC,Mexican,LOC,"[""Mexican"", ""Mexico""]"
Spanish Civil War::MISC,Spanish Civil War,MISC,"[""Spanish Civil War""]"
Frida Kahlo::PER,Frida Kahlo,PER,"[""Frida Kahlo"", ""Kahlo""]"
Diego Rivera::PER,Diego Rivera,PER,"[""Diego Rivera""]"
Cologne::LOC,Cologne,LOC,"[""Cologne"", ""Köln""]"
International Brigades::ORG,International Brigades,ORG,"[""International Brigades""]"
Spanish::LOC,Spanish,LOC,"[""Spain"", ""Spanish""]"
"1,300::NUM","1,300",NUM,"[""1,300""]"
Agencia EFE::ORG,Agencia EFE,ORG,"[""Agencia EFE""]"
Madrid::LOC,Madrid,LOC,"[""Madrid""]"
17-year - old::NUM,17-year - old,NUM,"[""17-year - old""]"
Marina Ginestà::PER,Marina Ginestà,PER,"[""Marina Ginestà""]"
Hotel Colón::LOC,Hotel Colón,LOC,"[""Hotel Colón""]"
Barcelona::LOC,Barcelona,LOC,"[""Barcelona""]"
the 1950s::TIME,the 1950s,TIME,"[""the 1950s""]"
Gerardo Murillo::PER,Gerardo Murillo,PER,"[""Gerardo Murillo""]"
Jesús Reyes Ferreira::PER,Jesús Reyes Ferreira,PER,"[""Jesús Reyes Ferreira""]"
José Clemente Orozco::PER,José Clemente Orozco,PER,"[""José Clemente Orozco""]"
Mexico City::LOC,Mexico City,LOC,"[""Mexico City""]"
Hanscarl Leuner::PER,Hanscarl Leuner,PER,"[""Hanscarl Leuner""]"
1919::TIME,1919,TIME,"[""1919"", ""22 June 1919"", ""April 1919"", ""March 1 , 1919"", ""March 1, 1919""]"
Bautzen::LOC,Bautzen,LOC,"[""Bautzen""]"
1996::TIME,1996,TIME,"[""1996"", ""October 1996""]"
Göttingen::LOC,Göttingen,LOC,"[""Göttingen""]"
Frankfurt University::ORG,Frankfurt University,ORG,"[""Frankfurt University""]"
Marburg University::ORG,Marburg University,ORG,"[""Marburg University""]"
Psycholytic Therapy::MISC,Psycholytic Therapy,MISC,"[""Psycholytic Therapy"", ""Psycholytische Therapie""]"
German::MISC,German,MISC,"[""German""]"
KIP::MISC,KIP,MISC,"[""Guided Affective Imagery"", ""KIP"", ""Katathym - imaginative Psychotherapy""]"
Katathym-Psychotherapy::MISC,Katathym-Psychotherapy,MISC,"[""Katathym-Psychotherapy""]"
Eclipse Aviation Corporation::ORG,Eclipse Aviation Corporation,ORG,"[""Eclipse Aviation Corporation""]"
Albuquerque::LOC,Albuquerque,LOC,"[""Albuquerque""]"
New Mexico::LOC,New Mexico,LOC,"[""Mexican"", ""Mexico"", ""New Mexico""]"
Eclipse 500::MISC,Eclipse 500,MISC,"[""Eclipse 500""]"
Eclipse 400::MISC,Eclipse 400,MISC,"[""Eclipse 400""]"
Microsoft::ORG,Microsoft,ORG,"[""Microsoft""]"
Symantec::ORG,Symantec,ORG,"[""Symantec""]"
Vern Raburn::PER,Vern Raburn,PER,"[""Raburn"", ""Vern Raburn""]"
Eclipse::MISC,Eclipse,MISC,"[""Eclipse""]"
October 2008::TIME,October 2008,TIME,"[""November 2008"", ""October 2008""]"
Chapter 11::MISC,Chapter 11,MISC,"[""Chapter 11""]"
Chapter 7::MISC,Chapter 7,MISC,"[""Chapter 7""]"
February 2009::TIME,February 2009,TIME,"[""August 20, 2009"", ""February 2009""]"
Eclipse Aerospace::ORG,Eclipse Aerospace,ORG,"[""Eclipse Aerospace""]"
Eclipse::ORG,Eclipse,ORG,"[""Eclipse""]"
Albuquerque International Sunport::LOC,Albuquerque International Sunport,LOC,"[""Albuquerque International Sunport""]"
Gainesville Regional Airport::LOC,Gainesville Regional Airport,LOC,"[""Gainesville Regional Airport""]"
Albany International Airport::LOC,Albany International Airport,LOC,"[""Albany International Airport""]"
New York::LOC,New York,LOC,"[""America"", ""American"", ""NYC"", ""New York"", ""New York City"", ""New York City 's"", ""Rhode Island""]"
Calochortus lyallii::MISC,Calochortus lyallii,MISC,"[""Calochortus lyallii""]"
Lyall 's mariposa lily::MISC,Lyall 's mariposa lily,MISC,"[""Lyall 's mariposa lily""]"
North American::LOC,North American,LOC,"[""North American""]"
lily family::MISC,lily family,MISC,"[""lily family""]"
Province of British Columbia::LOC,Province of British Columbia,LOC,"[""Province of British Columbia""]"
State of Washington::LOC,State of Washington,LOC,"[""State of Washington"", ""Washington""]"
the northwestern United States::LOC,the northwestern United States,LOC,"[""the northwestern United States""]"
east of the Cascade crest::LOC,east of the Cascade crest,LOC,"[""east of the Cascade crest""]"
Canada- blue - listed taxa::MISC,Canada- blue - listed taxa,MISC,"[""Canada- blue - listed taxa""]"
Pinus ponderosa::MISC,Pinus ponderosa,MISC,"[""Pinus ponderosa"", ""Ponderosa pine""]"
Pseudotsuga menziesii::MISC,Pseudotsuga menziesii,MISC,"[""Douglas fir"", ""Pseudotsuga menziesii""]"
Calamagrostis rubescens::MISC,Calamagrostis rubescens,MISC,"[""Calamagrostis rubescens"", ""pinegrass""]"
Carex geyeri::MISC,Carex geyeri,MISC,"[""Carex geyeri"", ""elk sedge""]"
Altomonte::PER,Altomonte,PER,"[""Altomonte"", ""Bartolomeo Altomonte""]"
Bartholomäus Hohenberg::PER,Bartholomäus Hohenberg,PER,"[""Bartholomäus Hohenberg""]"
24 February 1694::TIME,24 February 1694,TIME,"[""24 February 1694""]"
Warsaw::LOC,Warsaw,LOC,"[""Warsaw""]"
11 November 1783::TIME,11 November 1783,TIME,"[""11 November 1783""]"
Sankt Florian::LOC,Sankt Florian,LOC,"[""Sankt Florian""]"
Martino Altomonte::PER,Martino Altomonte,PER,"[""Martino Altomonte""]"
Jan Sobieskis::PER,Jan Sobieskis,PER,"[""Jan Sobieskis""]"
Linz::LOC,Linz,LOC,"[""Linz""]"
St. Florian::LOC,St. Florian,LOC,"[""St. Florian""]"
Priory and Admont Abbey::LOC,Priory and Admont Abbey,LOC,"[""Priory and Admont Abbey""]"
Daniel Gran::PER,Daniel Gran,PER,"[""Daniel Gran""]"
Mario Amilivia::PER,Mario Amilivia,PER,"[""Mario Amilivia""]"
9 November 1957::TIME,9 November 1957,TIME,"[""9 November 1957""]"
León::LOC,León,LOC,"[""Kingdom of León"", ""Leon"", ""Leonese"", ""Leonese Country"", ""León""]"
December 2004::TIME,December 2004,TIME,"[""December 2004""]"
June 2007::TIME,June 2007,TIME,"[""June 2007"", ""June, 2007""]"
Leonese::PER,Leonese,PER,"[""Leonese""]"
Antonio Amilivia::PER,Antonio Amilivia,PER,"[""Antonio Amilivia""]"
Cultural y Deportiva Leonesa::ORG,Cultural y Deportiva Leonesa,ORG,"[""Cultural y Deportiva Leonesa""]"
Association of Anthracite Mining Companies::ORG,Association of Anthracite Mining Companies,ORG,"[""APEMA"", ""Asociación de Empresas de Minas de Antracita"", ""Association of Anthracite Mining Companies""]"
five years::TIME,five years,TIME,"[""five years""]"
University of León::ORG,University of León,ORG,"[""University of León""]"
Regional Federation of Municipalities::ORG,Regional Federation of Municipalities,ORG,"[""Federación Regional de Municipios"", ""Regional Federation of Municipalities""]"
Provinces of Castile - León::LOC,Provinces of Castile - León,LOC,"[""Provinces of Castile - León"", ""Provincias de Castilla y León""]"
Partido Popular of León::ORG,Partido Popular of León,ORG,"[""Partido Popular of León""]"
1993–2000::TIME,1993–2000,TIME,"[""1993–2000""]"
Partido Popular of Castile - León::ORG,Partido Popular of Castile - León,ORG,"[""Partido Popular of Castile - León""]"
Spanish Parliament::ORG,Spanish Parliament,ORG,"[""Spanish Parliament""]"
